druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
pozitiv,Celkový pohled na kostel sv. Václava ve Vršovicích na náměstí Svatopluka Čecha.,18.8.1942,66x,6107B5AC272B11E287E86C626D41E503,I 9651,1942-08-18,1942-08-18,14.45924,50.06981,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do knihovny Lobkovického paláce čp. 347 (Černínský-Přehořovský palác) na Malé Straně.,kol.1925,32x,A0C4FDCCB67611DF820F00166F1163D4,I 8509,1925-01-01,1925-12-31,14.39803,50.08729,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pozitiv,Pohled z prvního dvora na garáže při středním křídle domu čp. 2 (pivovar) v Košířích.,4.2.1957,46x,A0C51839B67611DF820F00166F1163D4,I 9285,1957-02-04,1957-02-04,14.38505,50.06972,regional.address,geocode,,,,[],[]
pozitiv,Sportovní utkání - fotbal - atletika.,1927,22x,A14CE402B67611DF820F00166F1163D4,I 9275,1927-01-01,1927-12-31,14.43287,50.09886,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pozitiv,Pohled do kaple ve věži Novoměstské radnice (dům čp. 1-2 na Novém Městě) - směrem k oltáři.,15.6.1904,55x,A14CE783B67611DF820F00166F1163D4,VI 6/1 c,1904-06-15,1904-06-15,14.4213,50.07812,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Pohled na Prahu z Petřína. Součást panoramatu - Karlův most a Staré Město.
                    
                
                    
                  V popředí Kampa s domem čp. 503 (Sovovy mlýny) na Malé Straně. Za řekou uprostřed Novotného lávka a nábřeží.",1863,110x,A0C4FDB0B67611DF820F00166F1163D4,VI 13/47,1863-01-01,1863-12-31,14.40839,50.08359,regional.address,geocode,"Schmitz, Anselm (1831-1903)",,,[],[]
pozitiv,Pohled do Rudolfovy galerie na Pražském hradě (Německý sál).,29.4.-17.7.1904,16x,A0C515D2B67611DF820F00166F1163D4,VI 10/16 a,,,14.39861,50.08948,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na stavbu tunelu kanalizace u Botiče.,18.10.1907,45x,37212EE18B1411E2BF22525400E46D25,VIII 1400,1907-10-18,1907-10-18,14.41594,50.06705,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Celkový pohled na kostel sv. Antonína z Padovy v Holešovicích na Strossmayerovo náměstí - západní a severní průčelí.,31.8.1937,64x,883ABD6F669211E481D7D4BED94BB14D,I 11048,1937-08-31,1937-08-31,14.43474,50.09841,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Pohled z nároží bastionu 36 vyšehradských hradeb jihu na Podolí a vltavské údolí. V popředí podolské sanatorium (dům čp. 157). V pozadí uprostřed Podolské nábřeží, přístav, přístavní hráz s dřevěnou budovou Yacht klubu (dům čp. 1148 v Podolí). Dále v pozadí Veslařský ostrov. Součást panoramatu. Součást panoramatu.",10.9.1923,106x,62F22E30612511E995BC74D435EEBE90,Voj 243,1923-09-10,1923-09-10,14.41735,50.06113,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
pozitiv,"Pohled na naplavené dříví na Vltavě před Negrelliho viaduktem v Bubnech při povodni 25. a 26. května roku 1872. ""Uiberschwemmumg in Prag 1872"" (na kartonu).",květen 1872,90x,3537A162D60811E8A01574D435EEBE90,V 24/11,1872-05-01,1872-05-31,14.44069,50.09758,poi,suggest,"Cikánek, Ferdinand",,,[],[]
pozitiv,Pohled na nový dům čp. 415 na nároží ulic Vyšehradské a Na Hrobci na Novém Městě.,2.7.1933,84x,3E2EA8BF6FB611E8911174D435EEBE90,A 7948,1933-07-02,1933-07-02,14.41704,50.06846,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled na stavbu nábřežní zdi na Rohanském ostrově. V pozadí Negrelliho viadukt.,12.7.1909,90x,BB6756AFF1E211E5A523000C76270B94,I 11631,1909-07-12,1909-07-12,14.45142,50.09511,regional.address,geocode,,,,[],[]
pozitiv,Pohled na dům čp. 310 (pivovar U Šálků) na nároží Karlova náměstí a Resslovy ulice na Novém Městě - pohled z Karlova náměstí.,1938,109x,A1186B88B67611DF820F00166F1163D4,I 4846,1938-01-01,1938-12-31,14.53102,50.05126,regional.address,geocode,,,,[],[]
pozitiv,Pražské povstání - květen 1945. Interiér Staroměstské radnice po požáru - portál presidia.,květen 1945,185x,A11873ECB67611DF820F00166F1163D4,I 5433,1945-05-01,1945-05-31,14.42009,50.087,regional.address,suggest,"Zeman, Josef",,,[],[]
pozitiv,Rudá armáda v Praze 9.5.1945 - vojáci na tanku před Staroměstskou radnicí.,9.5.1945,82x,A11881AAB67611DF820F00166F1163D4,I 5850,1945-05-09,1945-05-09,14.42009,50.087,regional.address,suggest,"Pacovský, Jaroslav",,,[],[]
pozitiv,Celkový pohled na dům čp. 31 (budova statku) v Holešovicích. Vlevo Partyzánská (dnešní ) ulice.,1959,53x,2A078EC4787611E3BA46406186009F3A,I 9836,1959-01-01,1959-12-31,14.43637,50.10853,regional.address,geocode,"Hnilička, Eduard (1887-1967)",,,[],[]
negativ,Pohled do dvora domu čp. 145 na Starém Městě v Karlově ulici.,20.9.1903,74x,3849262E254211E0BDC9000C766D2371,XII 163,1903-09-20,1903-09-20,14.41894,50.08635,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na severozápadní průčelí synagogy v Michli (dům čp. 124).,24.4.1944,126x,A0C50FA6B67611DF820F00166F1163D4,I 814,1944-04-24,1944-04-24,14.45008,50.05576,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled na Nové lázně (dům čp. 228) od ústí ulice Na Struze krátce před zbořením. Vlevo domy čp. 227 a 1648 na Novém Městě.,14.8.1903,26x,A14CE124B67611DF820F00166F1163D4,VIII 340,1903-08-14,1903-08-14,14.41404,50.08008,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na bývalý Konvikt (dům čp. 291) a zadní průčelí kostela sv. Bartoloměje na Starém Městě.,kol. 1890,31x,E534A93BCBC011E4AB2C406186009F3A,V 5/1,,,14.41756,50.08307,regional.address,geocode,"Němeček, B.",,,[],[]
pozitiv,Pohled na dům čp. 795 (Aehrenthalský palác) na nároží Václavského náměstí a Štěpánské ulice. Vlevo dům čp. 626 ve Štěpánské ulici na Novém Městě.,kol.1900,49x,A14CE864B67611DF820F00166F1163D4,VI 7/41 b,1900-01-01,1900-12-31,14.42667,50.08149,regional.address,geocode,,,,[],[]
negativ,Pohled na nároží Staroměstské radnice s arkýřem na Staroměstském náměstí (dům čp. 1 na Starém Městě).,,35x,7EE072BCD0AA11EABE1F74D435EEBE90,IX 391 b,,,14.42009,50.087,regional.address,suggest,Bellmann-ateliér,,,[],[]
negativ,"Pohled na dům čp. 96 (""U Hradu"") na nároží ulic Kinského (dnes Štefánikova) a Holečkovy na Smíchově - dnes čp. 1.",[1863-1945],109x,27BDEF78663411E2A1036C626D41E503,XII 1340,,,14.41055,50.06315,regional.address,geocode,Eckert-ateliér,Datace neznámá. Za účelem vyhledávání byla nastavena na časový rozsah celé sbírky.,0.0,[],[]
negativ,Pohled do platanové aleje v sadech na Letné.,16.10.1907,38x,DBF4101CE02511E3A3D40024BE7CD9AC,XI 447,1907-10-16,1907-10-16,14.42324,50.09637,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled do zahrady usedlosti Cibulka v Košířích (dům čp. 118) - od Jupiterovy studánky k čínskému pavilonu.,říjen 1924,58x,A0C4F569B67611DF820F00166F1163D4,I 4604,1924-10-01,1924-10-31,14.35655,50.06696,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Pohled do Fialkové ulice (zleva) s domy čp. 207 a 279 (v pozadí čp. 208) v Josefově krátce před zbořením.,1.4.1905,45x,A0C4FC1AB67611DF820F00166F1163D4,VIII 32,1905-04-01,1905-04-01,14.41792,50.0913,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pražské povstání - květen 1945. Pohled ze zničené místnosti jižního křídla Pražského hradu na Prahu V popředí věž kostela sv. Mikuláše.,květen 1945,50x,A0C50D0AB67611DF820F00166F1163D4,I 8330,1945-05-01,1945-05-31,14.39861,50.08948,regional.address,geocode,,,,[],[]
pozitiv,Pohled na vstupní portál domu čp. 130 (palác Deymův) ve Voršilské ulici na Novém Městě.,4.5.1906,21x,A0C4F877B67611DF820F00166F1163D4,VI 18/8,1906-05-04,1906-05-04,14.4168,50.08091,regional.address,geocode,,,,[],[]
negativ,Pohled na východní stranu chrámu sv. Víta při přestavbě z věže kostela sv. Jiří na Pražském hradě.,10.8.1905,32x,A14CEAA5B67611DF820F00166F1163D4,XII 178,1905-08-10,1905-08-10,14.40231,50.09093,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Panoramatický pohled na Vršovice ze stanoviště na Bohdalci.,kol.1960,58x,A0C50627B67611DF820F00166F1163D4,VII 20,1960-01-01,1960-12-31,14.47706,50.06109,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,Pohled do obory Hvězda v Liboci s letohrádkem Hvězda při slavnosti otevření Jiráskova muzea roku 1951.,1951,43x,A14CDA69B67611DF820F00166F1163D4,I 4433,1951-01-01,1951-12-31,14.3262,50.08337,poi,suggest,,,,[],[]
pozitiv,"Panoramatický pohled z výšky na část Smíchova s kartounkou Portheimů. V popředí vlevo hradební příkop a uprostřed vojenské cvičiště ""V lesíku"".",,235x,A14CE3B0B67611DF820F00166F1163D4,I 1706,,,14.40404,50.07402,regional.address,geocode,"Fridrich, František (1829-1892)","Fridrich, František - Reach, Zikmund (repro)",,[],[]
pozitiv,Pohled část hlavního průčelí budovy Ústavu pro zaopatřování slepců (Dolní Palata) - dům čp. 737 na Smíchově.,kol.1950,65x,A0C4F86DB67611DF820F00166F1163D4,I 1754,1950-01-01,1950-12-31,14.38547,50.07583,regional.address,geocode,"Pacovský, Jaroslav",,,[],[]
pozitiv,"Pohled na Uhelný trh s domy čp. 424, 425 a 512 (škola) západní strany na Starém Městě. Uprostřed Wimmerova kašna.",kol.1955,183x,A1187603B67611DF820F00166F1163D4,I 35,1955-01-01,1955-12-31,14.42004,50.08397,regional.address,suggest,"Zeman, Josef",,,[],[]
negativ,Pohled na dům čp. 208 v Myslíkově ulici na Novém Městě.,14.2.1906,22x,306204FFAEB111E39FAD0024BE7CD9AC,XI 198,1906-02-14,1906-02-14,14.41569,50.0776,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
mapa,"List 3 plánu Prahy a okolí z let 1910-1914 (nakreslené stavebním úřadem, vydané nákladem obce Pražské, reprodukce Unie v Praze) se zákresy stanovišť fotografů v rámci akce Památkového sboru fotografování pražských památek a panoramat periferních oblastí ve 20., 30. a 40. letech 20. století.",1910-1914 - 1923,185x,64A84B2907F011E7A783406186009F3A,XXXII 1/3,,,14.39656,50.10114,regional.address,geocode,,,0.0,[],[]
negativ,Pohled na Valdštejnské náměstí s Auerspergským palácem vlevo (dům čp. 16 na Malé Straně) a s Ledeburským palácem (dům čp. 162 na Malé Straně).,3.6.1902,22x,A0C5195BB67611DF820F00166F1163D4,VIII 49,1902-06-03,1902-06-03,14.40488,50.0899,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Reprodukce akvarelu Jana Ranzmayera: Bílý salonek hraběnky Clam-Gallasové v Clam-Gallasově paláci, 1863 (dům čp. 158 na Starém Městě) - místnost č. 76 ve 2. patře.",,47x,A0C51941B67611DF820F00166F1163D4,I 8311,,,14.41779,50.08642,regional.address,geocode,,,,[],[]
pozitiv,Pohled na budovu Motokovu (City Empiria) - dům čp. 1716/2b ve Hvězdově ulici v Nuslích.,1978,71x,D91F7418D3B111E4BF0774D435EEBE90,I 11173,1978-01-01,1978-12-31,14.43614,50.05042,regional.address,geocode,"Jelínková, Jana (1951-)",,,[],[]
negativ,"Pohled na východní stranu Staroměstského náměstí s domy čp. (zleva) 608, 606, 605 a 604. V pozadí část věže kostela P. Marie před Týnem. Třetí část šestidílného panoramatu.",1909,61x,3FD7EE472A3011E9A7CF406186009F3A,XI 5237,1909-01-01,1909-12-31,14.42203,50.08761,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Celkový pohled na dům čp. 74 na nároží ulic Spálené (v popředí) a Purkyňovy (vlevo) na Novém Městě.,,23x,f353e8ace78445f3815b3e1cd68b3ea6,X 2989,,,14.42007,50.08113,regional.address,geocode,"Reach, Zikmund (1859-1935)",,,[],[]
pozitiv,Primátor Adolf Svoboda po příletu na ruzyňské letiště.,1956,13x,334da1ded5d54228ae5aa38f06569d24,I 12951,1956-01-01,1956-12-31,14.29276,50.09657,regional.address,geocode,,,,[],[]
pozitiv,Pohled na kostel Povýšení sv. Kříže s farou (dům čp. 12) v dněšní Čajkovského ulici na Žižkově. V pozadí zadní části domů v Kubelíkově ulici.,24.3.1933,75x,CAB7D58BE15311E6B986406186009F3A,A 7678,1933-03-24,1933-03-24,14.45672,50.07879,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled na fragmenty gotické výzdoby v domě čp. 16 na Starém Městě (Andělská kolej) v Mikulášské ulici (dnes náměstí Franze Kafky).,1909,33x,EE1DBBDC808A11E4AAB4406186009F3A,V 1/7 a,1909-01-01,1909-12-31,14.41873,50.08783,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled do údolí Čimického potoka. V pozadí vlevo mezi stromy věž kostela sv. Václava v Ústavu choromyslných v Bohnicích. Součást dvoudílného panoramatu.,23.9.1924,36x,9B801ECA457111E99C7074D435EEBE90,A 1250,1924-09-23,1924-09-23,14.42215,50.13324,regional.street,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled na severozápadní stranu Maltézského náměstí s domy čp. 479 a čp. 293 na Malé Straně a se sousoším sv. Jana Křtitele. V pozadí věže kostela sv. Mikuláše.,[1863-1945],23x,A83A2098663B11E2A1036C626D41E503,XII 1347,,,14.40494,50.08649,regional.address,geocode,Eckert-ateliér,Datace neznámá. Za účelem vyhledávání byla nastavena na časový rozsah celé sbírky.,0.0,[],[]
pozitiv,Pohled do dvora domu čp. 412 na Výtoni (bývalá celnice) v Podskalí na Novém Městě - muži při řezání dříví u dřevníku.,,60x,A1188441B67611DF820F00166F1163D4,I 4277,,,14.41538,50.06785,regional.address,geocode,,,,[],[]
pozitiv,"Pohled na portál domu čp. 212 (""U zlaté číše"") v Nerudově ulici na Malé Straně.",23.8.1906,21x,A1187C71B67611DF820F00166F1163D4,VI 21/20,1906-08-23,1906-08-23,14.40095,50.08863,regional.address,geocode,,,,[],[]
negativ,Pohled na tzv. Jiráskovu vilu v ulici Pod Táborem (dům čp. 17 v Malešicích).,14.4.1949,51x,B8D78E002CA511E69BD5406186009F3A,X 3910,1949-04-14,1949-04-14,14.51509,50.08918,regional.address,geocode,"Vopravil, Josef (1902-1972)",,,[],[]
pozitiv,Pohled na plovárnu na Barrandovské skále z výšky. V pozadí trať a Vltava.,,114x,A0C5083CB67611DF820F00166F1163D4,II 1006,,,14.40232,50.03758,regional.address,geocode,"Illek, František - Paul, Prokop",,,[],[]
negativ,Pohled od Mánesova mostu na Palachovo náměstí a Rudolfinum (dům čp. 79 na Starém Městě) na Starém Městě.,kol.1950,59x,A14CE4F7B67611DF820F00166F1163D4,VII 5,1950-01-01,1950-12-31,14.41521,50.09017,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,Pohled na kostel sv. Mikuláše od Kaprovy ulice na Starém Městě po odbourání staré prelatury kostela sv. Mikuláše (dům čp. 27). V pozadí novostavba domu čp. 934 v Pařížské ulici.,15.6.1900,36x,A0C4F670B67611DF820F00166F1163D4,VI 29/36,1900-06-15,1900-06-15,14.42048,50.08805,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pražské povstání - květen 1945. Zničené německé auto SS v Panenské ulici na Břevnově 7.5.1945.,7.5.1945,48x,A0C4FD5FB67611DF820F00166F1163D4,II 1210,1945-05-07,1945-05-07,14.56149,50.0849,regional.address,geocode,"Dub, Václav (dokumenty 1928-1983)",,,[],[]
pozitiv,Celkový pohled na dům čp. 13 v ulici V Náklích v Hodkovičkách,22.8.1959,35x,34A99107D19B11E69F29406186009F3A,I 11031,1959-08-22,1959-08-22,14.40234,50.02347,regional.address,geocode,"Hnilička, Eduard (1887-1967)",,,[],[]
negativ,Pohled na výběhy horských kopytníků v Zoologické zahradě Praha v Troji.,1979,35x,84AB0F7C293711E994E6406186009F3A,IX 18271,1979-01-01,1979-12-31,14.41108,50.11671,regional.address,geocode,"Scheufler, Pavel",,,[],[]
pozitiv,"Pohled na kříž sanktusky kostela sv. Klimenta v Klementinu (dům čp. 190, 1040) na Starém Městě.",kol.1900,39x,4791020989B111E8853174D435EEBE90,V 33/3,1900-01-01,1900-12-31,14.41659,50.08616,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Průhled Kotkovou (dnes Goetheho) ulicí v Bubenči od Kostelního náměstí (dnes Krupkovo) k severozápadu. Vlevo dům čp. 6 v Bubenči.,1.4.1925,12x,5f72b83dec5a4d5a83bda90e58bd07d5,A 1596,1925-04-01,1925-04-01,14.42574,50.10132,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled do interiéru kostela sv. Mikuláše na Malé Straně - k hlavnímu oltáři.,2.11.1911,23x,A118800BB67611DF820F00166F1163D4,VIII 487,1911-11-02,1911-11-02,14.4032,50.08835,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled do tunelu kanalizace v Bubenči - u stanice Bubeneč proti Bubnům.,kol.1900,41x,F756D92F85B011E2BF1F525400E46D25,VIII 1322,1900-01-01,1900-12-31,14.40442,50.10736,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na vnitřní stranu vstupní brány Jubilejní výstavy obvodu obchodní a živnostenské komory v Praze na výstavišti v Bubenči v roce 1908 pořádané k 60. výročí panování císaře Františka Josefa I.,1908,62x,D9376C97929511E59FAB406186009F3A,X 156,1908-01-01,1908-12-31,14.43056,50.10462,regional.address,geocode,,,,[],[]
pozitiv,Pohled na stavbu nábřežní zdi na Rohanském ostrově. V pozadí Negrelliho viadukt.,18.6.1909,98x,EBC5A01CF1B811E5A522000C76270B94,I 11620,1909-06-18,1909-06-18,14.45142,50.09511,regional.address,geocode,,,,[],[]
pozitiv,Pohled do zahrady domu čp. 204 na Smíchově - továrna (Richtrova přádelna).,,25x,A14CE9FDB67611DF820F00166F1163D4,VI 46/1 g,,,14.40154,50.07428,regional.address,geocode,,,,[],[]
negativ,Pohled na přijímací halu Obvodního ústavu národního zdraví (dům čp. 809) ve Vysočanech od arch. Antonína Tenzera.,kol.1955,58x,A0C50D84B67611DF820F00166F1163D4,VII 237,1955-01-01,1955-12-31,14.49565,50.09968,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,"Pohled na portál domu čp. 486 (""Buqouyský palác"") na Velkopřevorském náměstí na Malé Straně.",18.6.1906,26x,A1186B86B67611DF820F00166F1163D4,VI 23/29,1906-06-18,1906-06-18,14.4063,50.08592,regional.address,geocode,,,,[],[]
pozitiv,Celkový pohled na dům čp. 1203 v Novostrašnické ulici ve Strašnicích.,13.5.1923,73x,B68A684296C111E6BE20406186009F3A,A 26,1923-05-13,1923-05-13,14.50862,50.07509,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled do vestibulu Thunovského paláce - domu čp. 214 na Malé Straně v Nerudově ulici.,1945,16x,A14CDDB4B67611DF820F00166F1163D4,II 1295,1945-01-01,1945-12-31,14.40038,50.08859,regional.address,geocode,,,,[],[]
pozitiv,Pohled na část vilové kolonie Baba v Dejvicích.,1945-1946,125x,A0C5130EB67611DF820F00166F1163D4,I 81,1945-01-01,1946-12-31,14.38526,50.11435,regional.address,geocode,,,,[],[]
pozitiv,"Panoramatický pohled na Kobylisy a Troju od štěrkovny - jihovýchodně a jižně od Čimického háje přes vltavské údolí (od severovýchodu přes východ, jih k západu). Součást šestidílného panoramatu.",18.7.1926,43x,0940cb0f84a54713b4f67ea963242cef,A 2555,1926-07-18,1926-07-18,14.43758,50.12891,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
